,url,type
17601,btscene.eu/details/286467/Harmonica+Shah+Deep+Detroit.html,benign
17602,http://emgn.com/entertainment/20-pictures-that-prove-human-history-should-not-be-trusted/,benign
17603,justindorseyplumbing.com/,benign
17604,facebook.com/pages/Unicorns/108457522518644?sk=info,benign
17605,equipeentreprise.org/Annual_Report_2009.html,benign
17606,lavalnews.ca/article/Laval-Autoroute-25-bridge-finally-opens-to-pedestrians-191005,benign
17607,biblebible.com/Cantonese/,benign
17608,andersonsbutchers.com/,benign
17609,stores.ebay.com/More-Magazines/PLAYBOY-PENTHOUSE-/_i.html?_fsub=13,benign
17610,facebook.com/pages/A-Nightmare-on-Pea-Ridge/197002233705694,benign
17611,bodybuildingdungeon.com/forums/bodybuilding-discussion/33001-ben-weider.html,benign
17612,connect.in.com/steve-deberg/photos-1-1-1-6daed5a4689fee00b0ce1f18c0d138a3.html,benign
17613,http://www.safaribar.cz/fotky/category/62-jgermeister-1-1-prty-22.-01.-2010-foto-by-patrik-sniehotta.html,defacement
17614,http://www.diarco.com.pe/portal,defacement
17615,chenowethsite.com/ch6t6j5.htm,benign
17616,http://kienthuc.net.vn/tin-nhanh/chay-nha-may-o-philippines-hon-70-nguoi-thuong-vong-491382.html,benign
17617,http://www.alte-druckerei.de/index.php/fernsehtechnik/usw,defacement
17618,http://dantri.com.vn/chinh-tri/moi-chien-cong-cua-cong-an-nhan-dan-deu-bat-nguon-tu-su-lanh-dao-cua-dang-1028350.htm,benign
17619,forum.alexanderpalace.org/index.php?topic=4655.15,benign
17620,jewish-theatre.com/visitor/article_display.aspx?articleID=481,benign
17621,bruinslegends.blogspot.com/2010/11/fleming-mackell.html,benign
17622,http://sfglobe.com/2015/05/04/seems-like-a-normal-painting-when-i-looked-closer-i-was-blown-away/?src=home_feed,benign
17623,rapidnet.com/~jbeard/bdm/exposes/ross/general.htm,benign
17624,the-leader.com/obituaries/x462608066/Elsie-Mills-Easton,benign
17625,http://atwiki.jp/m/wiki/%E3%83%86%E3%82%A3%E3%83%95%E3%82%A1%E3%83%8F%E3%83%BC%E3%83%89+%E7%84%A1%E6%96%99,benign
17626,flavors.me/tugcet,benign
17627,http://www.braysidepreschool.com.au/index.php/about/our-management.html,defacement
17628,flixster.com/actor/ben-wright,benign
17629,lysekroneleje.com/,benign
17630,openservercenterppgger.com,phishing
17631,crainsnewyork.com/,benign
17632,twitter.com/ed_sanders,benign
17633,http://www.slab.ro/nutritie?start=16,defacement
17634,reunion.com/richardwestover/,benign
17635,discussions.apple.com/thread/2683976?start=0&tstart=0,benign
17636,http://westvalleyfamilyclinic.com/index.php?view=article&catid=3:health-articles&id=9:stress-management&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=9,defacement
17637,us-places.com/Michigan/Ionia-County.htm,benign
17638,normanlewis.com/,benign
17639,allstarpics.net/pic-gallery/nora-denney-pics.htm,benign
17640,http://grantland.com/hollywood-prospectus/a-movie-by-movie-guide-to-marvels-phase-3-from-civil-war-to-infinity-wars/,benign
17641,http://www.koenigsbacher-biergarten.de/cmx/index.php?option=com_phocagallery&view=category&id=3:rueckblick-2011-das-buga-jahr&Itemid=61,defacement
17642,linkedin.com/pub/marc-de-grandpre/0/b3b/558,benign
17643,news-review-messenger.whereilive.com.au/news/story/woman-found-dead-in-waterloo-corner-home/,benign
17644,http://www.nissad.com/index.html,defacement
17645,amazon.com/Champs-lInaudible-Dig-Denis-Bosse/dp/B000BMUV2Y,benign
17646,http://torcache.net/torrent/5E495582B02E38AD7FA9E1A2356304A57DA8DEBD.torrent?title=[kickass.to]barbecue.2014.h264.italian.ac3.5.1.sub.ita.mircrew,benign
17647,en.wikipedia.org/wiki/Rosemont%E2%80%93La_Petite-Patrie,benign
17648,http://www.thermansi.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy50aGVybWFuc2kuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTI6MjAwOS0xMC0xNy0yMS0yOS0wNyZjYXR,defacement
17649,http://irecommend.ru/content/molochnyi-shokolad-spartak-rio-doro-molochnyi-shokolad-s-tselnym-fundukom,benign
17650,gruntsmilitary.com/airman.shtml,benign
17651,http://skat-xpikrbky.pepespizza.com/skat.dk/,phishing
17652,http://babal.net/books/view/164/%D9%86%D8%B3%D8%A7%D8%A1-%D8%AE%D8%A7%D9%84%D8%AF%D8%A7%D8%AA-%D9%81%D9%89-%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D9%88%D8%A7%D9%84%D8%B3%D9%86%D8%A9-%D9%84%D9%80-%D8%B3,benign
17653,http://www.knaresboroughkitchens.co.uk/index.php/case-study-julie-a-graham-bowland,defacement
17654,http://www.pinkplanetplasencia.es/index.html?option=com_content&view=article&id=3&Itemid=42&font-size=smaller,defacement
17655,http://jalopnik.com/saying-that-autonomous-cars-will-kill-millions-of-jobs-1704200122/module/,benign
17656,http://aboveandbeyondhousekeeping.com/index.php/aboutus/employment,defacement
17657,blogs.courant.com/autoracing/2011/08/post-12.html,benign
17658,graceunlimitedg.tk,phishing
17659,chan.archivesnationales.culture.gouv.fr/sdx-222-chan-pleade-1/pl/search-form.xsp?id=standard&l=en,benign
17660,duckduckgo.com/1/c/Jewish_summer_camps,benign
17661,thefreshloaf.com/node/13121/first-year-strategy,benign
17662,nhusd.k12.ca.us/,benign
17663,http://enriclloret.com/index.php?option=com_content&view=article&id=1&Itemid=7&lang=ca,defacement
17664,http://www.latarnik.eu/index.php?option=com_content&view=article&id=10:latarnia-w-stilo&catid=1&Itemid=26,defacement
17665,collegebasketball.rivals.com/content.asp?CID=1278729,benign
17666,jewishfoods.org/smoked-meat.html,benign
17667,fallingforgrace.blogspot.com/,benign
17668,http://wijzijnnietgevaarlijk.nl/honden-fotos/tigra.html,defacement
17669,corporationwiki.com/Florida/Aventura/lepine-rene-g-6628722.aspx,benign
17670,rent-holiday-homes.com/town_info.php?town=Ciginj&region1=2859,benign
17671,birthologie.com/pregnancy/the-history-of-childbirth/,benign
17672,johnhdick.com/venturer-aldo-colombini/,benign
17673,http://www.ondrejov.cz/programy/dynamo,defacement
17674,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%A3%89%20%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
17675,kings.nhl.com/club/page.htm?id=41294,benign
17676,europornstar.com/PG/Virginie-Caprice2/,benign
17677,wiki.answers.com/Q/Why_did_Interstate_880_collapse_during_the_earthquake_in_the_San_Francisco_Bay_area,benign
17678,kybourbontrail.com/index.php/news/,benign
17679,youtube.com/playlist?list=PLAA19DA37360370D9,benign
17680,newstimes.com/news/article/Holness-leads-Panthers-984464.php,benign
17681,instegramtakipcibayi.com,phishing
17682,facebook.com/people/Jean-francois-Deziel/584519781,benign
17683,ziraat-1559yil.com,phishing
17684,en.wikipedia.org/wiki/Kelly_Craig,benign
17685,jambase.com/Artists/Artist.aspx?artistID=14072,benign
17686,http://www.burtgel.e-darkhan.com/index.php?popup=1&tmpl=component&option=com_eventtableedit&Itemid=102,defacement
17687,courts.ky.gov/,benign
17688,everything2.com/title/Why+the+United+States+has+a+two-party+political+system,benign
17689,http://fflvrindavan.org.uk/index.html,defacement
17690,spoke.com/info/pAS4M7c/MarieCYR,benign
17691,wild.nhl.com/club/player.htm?id=8474618,benign
17692,rorytheadoptedhusky.wordpress.com/,benign
17693,http://cheezburger.com/8491570176/superheroes-avengers-marvel-disney-incredibles-pixar-meme?ref=whatspopularvotes,benign
17694,http://themeforest.net/search?category=muse-templates&date=this-month&length_max=&length_min=&price_max=&price_min=&rating_min=&sales=&sort=sales&term=&utf8=%E2%9C%93&view=list,benign
17695,http://www.instylestudio.pl/index.php/miniaturowe-panny-mlode,defacement
17696,pipl.com/directory/people/Philippe/Bertrand,benign
17697,answers.yahoo.com/question/index?qid=20111030171900AA8KMkY,benign
17698,sersale.org/sersale/s1819.htm,benign
17699,http://sydsfj.com/job/html/2.html,defacement
17700,newjersey.hometownlocator.com/nj/salem/portertown.cfm,benign
17701,chamber.com/ron-carson,benign
17702,hot-people.info/Vancouver_WA_C--Brookins_Beverly-Browman_1749.html,benign
17703,http://jasquaniel.com/index.php?option=com_content&view=article&id=88&Itemid=40,defacement
17704,http://www.zibae.ir/index.php?option=com_content&view=article&id=647:1391-11-07-11-42-35&catid=12:1389-09-29-07-43-30,defacement
17705,stubhub.com/trustmark-park-tickets/,benign
17706,motmasters.co.uk,phishing
17707,goodreads.com/book/show/3796415-supernatural,benign
17708,http://babyology.com/shop-products?page=shop.product_details&category_id=30&flypage=flypage.tpl&product_id=130,defacement
17709,explore.data.gov/Energy-and-Utilities/Electricity-Generation-by-State-by-Type-of-Produce/rhyi-ndfk,benign
17710,http://www.thewrightway.me.uk/services/princess-parlour/hair.html,defacement
17711,huntsville.about.com/b/2011/10/24/best-worst-huntsville-restaurant-scores-7.htm,benign
17712,absoluteastronomy.com/topics/Floriana_Football_Club,benign
17713,music.aol.com/artist/norman-brown,benign
17714,cinematreasures.org/theaters/13641,benign
17715,youtube.com/watch?v=SXp0Cp5YVa0,benign
17716,http://www.inventium.com.au/creative-thinking-organisations.html,defacement
17717,123people.co.uk/s/ian+stevenson,benign
17718,active.com/running/montreal-qc/marathon-oasis-de-montreal-2011,benign
17719,spokeo.com/Nellie+Wong,benign
17720,http://www.khd.at/index.php?option=com_rsgallery2&gid=23&Itemid=7,defacement
17721,cerrogrande.oxidocs.com,phishing
17722,thefutoncritic.com/news.aspx?id=20050714atas01,benign
17723,nogoodcause.blogspot.com/2008/10/all-shall-perish-awaken-dreamers-2008.html,benign
17724,http://stackoverflow.com/questions/30226139/highload-rails-server-with-backgrounder-architecture?answertab=active,benign
17725,youtube.com/watch?v=q1GGwSyrNVw,benign
17726,restore-limited-id-jp.com,phishing
17727,southstlawrence.worldweb.com/Cabano/SightsAttractions/,benign
17728,http://www.pontoprofissional.com.br/portal/index.php?option=com_content&view=article&id=25&Itemid=79,defacement
17729,skyscraperpage.com/cities/?buildingID=420,benign
17730,http://chelurao.ru/index.php?option=com_content&view=article&id=13&Itemid=16&lang=ru,defacement
17731,http://autored.mx/index.php?option=com_content&view=article&id=393:trabaja-con-nosotros&catid=2:empresa&Itemid=2,defacement
17732,washington.nationals.mlb.com/was/history/timeline1.jsp,benign
17733,mid-day.com/entertainment/2011/jul/310711-Bollywood-Delhi-Belly-Abhinay-Deo-family.htm,benign
17734,oursportscentral.com/sports/?t_id=128,benign
17735,http://www.shekinahphotography.co.za/index.php?option=com_rsgallery2&page=inline&id=343&Itemid=5,defacement
17736,facebook.com/pages/List-of-Monopoly-Games/143033599042554,benign
17737,wn.com/Saucillo,benign
17738,vipersystems.co.uk/networking-articles.php,benign
17739,greys.wikia.com/wiki/Eli_Lloyd,benign
17740,pdfcast.org/pdf/244-traumatismo-toracico-complejo,benign
17741,last.fm/music/Roger+Doucet,benign
17742,http://www.polska.travel.pl/pogoda-polska/gdansk/pogoda-polska/lodz/1?miasto=33,malware
17743,123people.ca/s/saima+chaudhry,benign
17744,historylink.org/index.cfm?DisplayPage=output.cfm&file_id=7979,benign
17745,anime-planet.com/anime/natsu-no-arashi,benign
17746,http://www.speyerseminar.de/cms/index.php?option=com_content&view=article&id=46&Itemid=85,defacement
17747,mikedesimone.com/m08/pspix.htm,benign
17748,http://bjpgqsc.com/jypt/class/?0.html&page=2&showtj=&showhot=&key=,malware
17749,http://jezebel.com/5990289/miley-cyrus-and-liam-hemsworth-break-up-over-her-nonstop-partying,benign
17750,alexandredacosta.com/en/discographie.html,benign
17751,docu-sign.ml,phishing
17752,http://www.feuerwehr-werl.de/index.php?option=com_content&view=article&id=79&Itemid=80,defacement
17753,megabrands.com/en/customerservice/recallinfo/magtastik/,benign
17754,youtube.com/user/disneychannel,benign
17755,confirm-security-text-message.confirm-wf.info,phishing
17756,thegauntlet.ca/story/5379,benign
17757,xassaultx.blogspot.com/2008/07/repugnant-swe-epitome-of-darkness-2006.html,benign
17758,manta.com/c/mm2wj1n/kcpt,benign
17759,archive.org/stream/alumnidirectory100univrich/alumnidirectory100univrich_djvu.txt,benign
17760,http://mp3-pesnja.com/song/%D1%8D%D0%BD%D0%B8%D0%B3%D0%BC%D0%B0+%D0%BE%D0%B1%D0%B0%D0%BB%D0%B4%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F+%D0%BF%D0%B5%D1%81%D0%BD%D1%8F+%D1%8D%D0%BD%D0%B8%D0%B3%D0%BC%D0%B0+-+%D1%8,malware
17761,pennsylvania.n2genealogy.com/pa-county-wayne.html,benign
17762,csulb.edu/library/subj/literature/scifi.html,benign
17763,facilities.columbia.edu/james-mcshane,benign
17764,tvguide.com/celebrities/ellen-drew/149076,benign
17765,cashcase.co.in,phishing
17766,http://www.slab.ro/galerie/36-galerie/119-persoana-10,defacement
17767,rpoptics.com/,benign
17768,blockbuster.com/browse/collections/television/hBO.fullList,benign
17769,scribd.com/doc/51925666/Dante-s-Inferno,benign
17770,memoriacruzrojamadrid.org,phishing
17771,spiritofradio.ca/Personalities.asp?Show=Anthony%2C+Steve,benign
17772,thecityofwichita.com/television-stations/index.html,benign
17773,http://hotlinegsm.com/news/4-is-this-the-first-legit-samsung-galaxy-s3-press-shot,malware
17774,http://www.tischlerei-heubrock.de/index.php?option=com_ckforms&view=ckforms&id=1&Itemid=55,defacement
17775,http://www.rathgaelgym.org/component/contact/12-contacts/1-arlene-clarke,defacement
17776,http://www.nissad.com/combination-units.html,defacement
17777,searchextreme.com/directors/John_Stagliano/49840306841/,benign
17778,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,malware
17779,amazon.com/Phillips-Leopard-Print-Square-Paddle/dp/B0036OOFNK,benign
17780,furtbaechler.ch,phishing
17781,sexsearching.info/company/VIFL.html,benign
17782,http://www.dolcevino.it/index.php?option=com_content&view=article&id=65&Itemid=129,defacement
17783,http://www.wkatelecom.com.br/index.php?option=com_content&view=article&id=3&Itemid=4,defacement
17784,patriotfiles.com/archive/navalhistory/xDKCasAlpha1914-18C.htm,benign
17785,chemistry.about.com/od/famousscientists/ig/Famous-Scientists---M-Names/Rudolph-Marcus.htm,benign
17786,superpages.com/bp/Montrose-CA/Riverland-Electric-INC-L0070315209.htm,benign
17787,infinitee-designs.com/1970-Mach-1.htm,benign
17788,connect.in.com/paul-terry-actor/profile-218079.html,benign
17789,leopub.com/takersdh.html,benign
17790,http://carollopatin.com/wp-content/uploads/Trulia/index.htm,phishing
17791,fabpedigree.com/s025/f255045.htm,benign
17792,goleastw-online.com,phishing
17793,kansas-city.coupz.com/,benign
17794,cylex.ca/company/chsld-jean-louis-lapierre-12234505.html,benign
17795,askbiography.com/bio/Vincent_Damphousse.html,benign
17796,http://www.sgeo.net/index.php?option=com_k2&view=item&id=5:micropali&Itemid=2&tmpl=component&print=1,defacement
17797,spoke.com/info/p8vwzzx/MelanieMyerscough,benign
17798,marquee.blogs.cnn.com/2011/09/26/abcs-pan-am-lifts-off/,benign
17799,siemenasrmaad.date,phishing
17800,http://contek.com.br/index.html,defacement
17801,obituaries.tylerpaper.com/obituaries/tylerpaper/obituary.aspx?n=darrell-forester-pee-wee&pid=152313646,benign
17802,education.com/schoolfinder/us/kansas/wichita/central-christian-academy/,benign
17803,http://guianaturologia.com.br/comunidade/fotos.html,defacement
17804,ushistory.org/us/8a.asp,benign
17805,bleacherreport.com/articles/806794-new-york-jets-2011-predictions-outcomes-for-all-16-regular-season-games,benign
17806,facebook.com/coreyhartofficial?sk=info,benign
17807,corporationwiki.com/California/Torrance/maria-rosa-cursage-P2916015.aspx,benign
17808,montrealgazette.com/sports/%C3%89tienne+Boulay+breaks+silence/5718631/story.html,benign
17809,roguewavemusic.com/music/,benign
17810,http://espn.go.com/racing/nascar/story/_/id/12878419/brett-moffitt-replace-david-ragan-front-row-motorsports-no-34-car,benign
17811,http://www.mariolas.gr/index.php/el/2010-02-24-12-22-19.html,defacement
17812,latimesblogs.latimes.com/entertainmentnewsbuzz/2011/07/dreamworks-animation-deal-with-warner-bros-appears-unlikely.html,benign
17813,http://www.klavierhaus-alber.de/index2.php?option=com_content&view=article&id=78,defacement
17814,http://football-euro.net/angliya.html,defacement
17815,http://www.finixclub.ru/forschoolers/childrenparties,defacement
17816,theweathernetwork.com/weather/cuxx0009,benign
17817,degruyter.de/cont/fb/li/detailEn.cfm?id=IS-9783110222425-1,benign
17818,piratesprospects.com/2011/07/daily-prospect-profile-chris-leroux.html,benign
17819,freepages.genealogy.rootsweb.ancestry.com/%7Esnaylor/GatineauCity/Hull/NotreDame/SectM/NOTREDAMEM.HTM,benign
17820,http://codecanyon.net/item/superfly-responsive-wordpress-menu-plugin/full_screen_preview/8012790,benign
17821,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,malware
17822,https://quizlet.com/login?redir=https%3A%2F%2Fquizlet.com%2F6396803%2Fflashcards%2Fstarred,benign
17823,http://raulthomas.com/x.txt,defacement
17824,blog.eogn.com/eastmans_online_genealogy/2009/07/tukufu-zuberi-at-the-genealogy-jamboree.html,benign
17825,en.wikipedia.org/wiki/PEP,benign
17826,http://tobogo.net/cdsb/board.php?board=storygame&bm=view&no=132&category=&auth=&page=1&search=&keyword=&recom=,benign
17827,eu33.com/records-Adams/,benign
17828,http://maybank2u.com.my/mbb_info/m2u/public/promoDetail.do?channelId=PRO-Promotions&cntTypeId=1&cntKey=PRO02.13&programId=PRO02-Cards:AmericanExpress&chCatId=/mbb/Personal/PRO-Promotions,benign
17829,ehow.com/how_6106254_harvest-ice-plant-seeds.html,benign
17830,hfboards.com/showthread.php?t=553935,benign
17831,katherinerhoda.com/,benign
17832,centralohio.bbb.org/,benign
17833,http://www.kshitij.in/helc/css/1/php/50295921cf20802663f28e1153282bfb/mpp/update/,phishing
17834,rsanews.com/late-late-show-guests/,benign
17835,famoushookups.com/site/celebrity_profile.php?name=Jeff-Skoll&celebid=12679,benign
17836,nels.schoolofhealthservicesadministration.dal.ca/nels_research.html,benign
17837,http://www.northcoastpost.de/index.php?option=com_content&view=article&id=48:steine-des-anstossens&catid=40:steine-des-anstosses&Itemid=41,defacement
17838,busleaguesbaseball.com/2010/07/looking-back-at-the-montreal-expos-last-draft/,benign
17839,http://opt.pabos.com.ua/update/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e51873357f77b243e5f038492eb3c28dd91873357f77b243e5f038492eb3c28dd9,phishing
17840,http://perutravelguides.net/mall/login.php,phishing
17841,hockey-fans.com/players/bossy.php,benign
17842,http://bdnews24.com/technology/2015/04/18/eu-telecoms-reform-to-address-competition-from-whatsapp-skype,benign
17843,http://www.stand-alone.nl/webhosting?tmpl=component&print=1&page=,defacement
17844,uopoly.com/quebec-universities/ecole-polytechnique-de-montreal/,benign
17845,http://www.multimediaweb.eu/it/contatti.html,defacement
17846,epicsweeprecords.com/,benign
17847,homepages.rootsweb.ancestry.com/~blanch-l/GeoB/ff93046.html,benign
17848,videosurf.com/Sports/JO,benign
17849,facebook.com/people/Pierre-Bourcier/1092265602,benign
17850,coursehero.com/file/5001136/knuthwords/,benign
17851,http://football-euro.net/istoriya.html,defacement
17852,chipsnyder.suite101.com/daytime-emmy-award-winners-a254981,benign
17853,forum.sportsmogul.com/archive/index.php/t-87674-p-4.html,benign
17854,itunes.apple.com/us/album/the-mcgarrigle-hour/id314742784,benign
17855,https://www.securewebexchange.com/plaidpainting.com/cgi-bin/online/storepro.php,malware
17856,timesofindia.indiatimes.com/entertainment/bollywood/news-interviews/Aamirs-film-finally-gets-his-title-Talaash/articleshow/10667319.cms,benign
17857,zachtheatre.org/blog/,benign
17858,groups.google.com/group/alt.support.survivors.prozac/browse_thread/thread/87e91d938a2b5c45/9e438a2398ca022a?lnk=raot,benign
17859,jobrapido.co.za/?q=fitter%20jobs%20witbank&adwords,benign
17860,http://digg.com/video/britney-spears-and-iggy-azalea-made-a-music-video-that-might-be-a-samsung-ad,benign
17861,yelp.com/biz/oakland-coliseum-dmv-oakland,benign
17862,mindat.org/show.php?id=3004&ld=1/de-de/,benign
17863,http://thenextweb.com/insider/2014/11/26/kim-dotcom-fighting-extradition-fighting-freedom-internet/gtm.js,benign
17864,comparestoreprices.co.uk/health-and-beauty/godefroy-eyebrow-lightening-creme-kit.asp,benign
17865,http://www.twocircles.co.uk/x.txt,defacement
17866,facebook.com/mauro.soggiu,benign
17867,americangallery.wordpress.com/category/herzog-herman/,benign
17868,investing.businessweek.com/businessweek/research/stocks/people/relationship.asp?personId=282471&ticker=KCLI:US&previousCapId=282455&previousTitle=Kansas%20City%20Life%20Insurance%20Co,benign
17869,galibhiparh.com,phishing
17870,http://www.sweethome.com.gr/index.php?option=com_estateagent&act=eaadmin,defacement
17871,account-update0013.tk,phishing
17872,claytonutz.com/people/segal_sharon/home.page,benign
17873,motherjones.com/mojo/2011/11/bank-of-america-occupy-sf,benign
17874,hub.webring.org/hub/jessica_andrews,benign
17875,warezlobby.org/movies/818895-plunkett-macleane-1999-dvdrip.html,benign
17876,http://distractify.com/post/related/id/554918b04a0c4b4e5b89ea5e/skip/20/limit/10/back/0,benign
17877,gepr.net/st.html,benign
17878,sltrib.com/jazz/,benign
17879,paulandlesliepierce.blogspot.com/,benign
17880,http://holtze.se/RBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4haol/cmThkRqcUe5qBbIUMLTMUxjVXHuoiRBMC8Qg1BHav4pYFzembFoENcG1gf3H4PaiYU4h/Verify/securedpage/update.php,phishing
17881,adirondacknorthway.com/,benign
17882,ca.linkedin.com/pub/denis-robillard/14/113/99B,benign
17883,ih891976.myihor.ru,phishing
17884,sites.google.com/site/uofril2010/session-3,benign
17885,kcsp.blogspot.com/,benign
17886,ezinearticles.com/?The-Magic-Touch---Make-Girls-Go-Crazy-With-This-Secret-Weapon&id=2211980,benign
17887,freebase.com/view/en/abdul_alim_musa,benign
17888,thefullwiki.org/List_of_Delta_Sigma_Theta_sisters,benign
17889,http://manager.co.th/Banner/AdBanner/ShwBanner.aspx?FarmID=10&ZoneID=1&BannerID=0&PositionID=1&t=201505141320181406250,benign
17890,canada-campgrounds.com/quebec/saint-pierre-de-l-ile-d-orleans/,benign
17891,famous.gangster.tel/,benign
17892,https://secure.myfullflavour.com/paypal.com/,phishing
17893,docstoc.com/docs/47969221/Subject-Follow-up-to-our-conversation,benign
17894,https://askubuntu.com/questions/425155/my-wireless-wifi-connection-does-not-work-what-information-is-needed-to-diagnos,benign
17895,mahalo.com/henry-rollins/,benign
17896,lockerpulse.com/NFL/Ravens/,benign
17897,104infdiv.org/CROSS.HTM,benign
17898,zoocasa.com/en/real_estate/1270743-3749-Boul-Ga%C3%A9tanBoucher-SaintHubert-QC,benign
17899,reference.com/browse/aimee+semple+mcpherson,benign
17900,reviews.cnet.com/av-receivers/denon-avr-1912/4505-6466_7-34647681.html,benign
17901,http://www.primascan.fr/PrimaScan/primascan-solutions/eng-ge,defacement
17902,http://censor.net.ua/theme/390/%D0%A4%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D1%8F+%D0%BA%D0%B0%D1%82%D0%B0%D1%81%D1%82%D1%80%D0%BE%D1%84%D0%B0+%D0%B2+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,benign
17903,http://wikimapia.org/32988072/ru/%D0%9F%D0%BE%D1%85%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F-%D1%83%D0%BB-14,benign
17904,people.famouswhy.com/daniel_briere/,benign
17905,affiliate.kickapps.com/service/displayDiscussionThreads.kickAction?as=83448&w=206817&d=705888&ac=new,benign
17906,http://www.sprintcar.ro/echipamente-tinichigerie/sisteme-electronice-de-masura-si-control-caroserii.html,defacement
17907,watchthewalkingdeadseason2.blogspot.com/,benign
17908,torontosun.com/2011/10/07/building-balanced-brawlers,benign
17909,facebook.com/people/Thomas-Cantley/713680059,benign
17910,http://www.productiva.com.br/index.php?option=com_content&view=article&id=106:gerador-de-relatorios-web&catid=43&Itemid=157,defacement
17911,gldlegal.com/,benign
17912,blog.wellsfargo.com/environment/about.html,benign
17913,http://chinacxyy.com/newscodejs.asp?lm2=197&list=10&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,malware
17914,123people.com/s/guy+gauthier,benign
17915,ebay.com/itm/Wrestling-World-magazine-10-69-Vintage-WOMEN-GRLS-GALS-Vivian-Vachon-BLASSIE-/250914965517,benign
17916,http://sourceforge.net/directory/business-enterprise/add_facet_filter?facet=license&constraint=OSI-Approved+Open+Source+%3A%3A+Affero+GNU+Public+License,benign
17917,english.turkcebilgi.com/James+Hamilton%2c+2nd+Earl+of+Arran,benign
17918,http://kotaku.com/eight-months-later-destiny-players-are-still-hunting-f-1704169849/+charliejane,benign
17919,ardadisticaret.com,phishing
17920,http://plarium.com/es/juegos-de-estrategia/sparta-war-of-empires/noticias/rumbo-a-la-victoria/,benign
17921,wikimapia.org/9834071/Kelsey-Bay-breakwater-hulks,benign
17922,http://www.limburgeraltstadt.de/index.php?option=com_content&view=category&layout=blog&id=72&Itemid=82,defacement
17923,store4everything.com,phishing
17924,http://www.bestwesternalfaaeropuerto.com/index.php?option=com_content&view=article&id=102&Itemid=127,defacement
17925,ebay.listing.seller.smudge360.motors.program.motaphl.com,phishing
17926,jpshrine.org/lyrics/songs/alaimlesslove.html,benign
17927,http://www.prosenior.ch/index.php?option=com_content&view=article&id=44:regles-de-typographie&catid=29:culture&Itemid=18,defacement
17928,http://tropikpetshop.com/index.php?page=shop.product_details&category_id=11&flypage=flypage.tpl&product_id=141&option=com_virtuemart&Itemid=6,defacement
17929,http://www.udeworld.com/news/archive.html,defacement
17930,http://www.0068555.com/cl/tpl/yh5588/ver3/css/yh5588.css?v=ver31.32,malware
17931,http://www.clintoncroswell.com/flexxbuffchest.com/googledrive/contactform.php,phishing
17932,linkedin.com/in/match411,benign
17933,http://www.fitasylum.com/index.php/blog/nutrition/116-a-bit-about-protein,defacement
17934,montreal.ctv.ca/servlet/an/local/CTVNews/20110614/mtl_mercier_110614/20110615/?hub=MontrealHome,benign
17935,skillwho.com/lists/S/S0/333602/,benign
17936,shipping-international.com/companies/universal-express-international.html,benign
17937,ktvl.com/,benign
17938,guardian.co.uk/film/2011/apr/14/che-guevara-motorcycle-diaries-reel-history,benign
17939,http://www.artedesignsas.it/blog/2-news/13-naomi-watts-e-michelle-williams-nei-panni-di-marilyn-monroe-una-scelta-giusta.html,defacement
17940,spoke.com/info/pCjTobl/SteveYoung,benign
17941,firstfinancialeducationcentre.com/,benign
17942,absoluteastronomy.com/topics/Pierre-Marc_Johnson,benign
17943,youtube.com/watch?v=H7qdN4s_FkY,benign
17944,brotherlygame.com/2011/11/23/2583580/justin-mapp-selected-by-the-montreal-impact-in-mls-expansion-draft,benign
17945,tripplanner.transit.511.org/mtc/XSLT_TRIP_REQUEST2?language=en,benign
17946,classcreator.com/Lima-OH-Lima-Senior-1989/class_classmates.cfm,benign
17947,http://count99.gotadsl.co.uk/images/europe/financial/limitation/paypal.htm,phishing
17948,tv.com/people/larry-mccormick/,benign
17949,http://v-montazar.com/index.html?cat=90,defacement
17950,vividseats.com/venues/kemper-arena-tickets.html,benign
17951,http://www.zibae.ir/index.php?view=article&catid=12:1389-09-29-07-43-30&id=655:-10-&tmpl=component&print=1&layout=default&page=,defacement
17952,au.autodesk.com/?nd=class&tagent=tl0109,benign
17953,saddotosong1212.000webhostapp.com,phishing
